State Code,FIPS County Code,County Name,Metal Level,Issuer Name,Premium Adult Individual Age 21,Medical Deductible - Individual - Standard,Medical Maximum Out Of Pocket - Individual - Standard
AK,2050,Bethel,Expanded Bronze,Premera Blue Cross Blue Shield of Alaska,$372.00,"$6,350","$7,800"
AK,2050,Bethel,Silver,Premera Blue Cross Blue Shield of Alaska,$549.00,"$3,000","$6,600"
AK,2050,Bethel,Expanded Bronze,Premera Blue Cross Blue Shield of Alaska,$361.00,"$5,250","$6,700"
AK,2060,Bristol Bay,Gold,Premera Blue Cross Blue Shield of Alaska,$528.00,"$1,500","$6,000"
AK,2060,Bristol Bay,Silver,Premera Blue Cross Blue Shield of Alaska,$582.00,"$4,500","$7,350"
AK,2060,Bristol Bay,Expanded Bronze,Premera Blue Cross Blue Shield of Alaska,$391.00,"$6,350","$7,800"
AK,2060,Bristol Bay,Silver,Premera Blue Cross Blue Shield of Alaska,$577.00,"$3,000","$6,600"
AK,2060,Bristol Bay,Expanded Bronze,Premera Blue Cross Blue Shield of Alaska,$380.00,"$5,250","$6,700"
AK,2068,Denali,Gold,Premera Blue Cross Blue Shield of Alaska,$528.00,"$1,500","$6,000"
AK,2068,Denali,Silver,Premera Blue Cross Blue Shield of Alaska,$582.00,"$4,500","$7,350"
AK,2068,Denali,Expanded Bronze,Premera Blue Cross Blue Shield of Alaska,$391.00,"$6,350","$7,800"
AK,2068,Denali,Silver,Premera Blue Cross Blue Shield of Alaska,$577.00,"$3,000","$6,600"
AK,2068,Denali,Expanded Bronze,Premera Blue Cross Blue Shield of Alaska,$380.00,"$5,250","$6,700"
AK,2070,Dillingham,Gold,Premera Blue Cross Blue Shield of Alaska,$502.00,"$1,500","$6,000"
AK,2070,Dillingham,Silver,Premera Blue Cross Blue Shield of Alaska,$554.00,"$4,500","$7,350"
AK,2070,Dillingham,Expanded Bronze,Premera Blue Cross Blue Shield of Alaska,$372.00,"$6,350","$7,800"
AK,2070,Dillingham,Silver,Premera Blue Cross Blue Shield of Alaska,$549.00,"$3,000","$6,600"
AK,2070,Dillingham,Expanded Bronze,Premera Blue Cross Blue Shield of Alaska,$361.00,"$5,250","$6,700"
AK,2090,Fairbanks North Star,Gold,Premera Blue Cross Blue Shield of Alaska,$528.00,"$1,500","$6,000"
AK,2090,Fairbanks North Star,Silver,Premera Blue Cross Blue Shield of Alaska,$582.00,"$4,500","$7,350"
AK,2090,Fairbanks North Star,Expanded Bronze,Premera Blue Cross Blue Shield of Alaska,$391.00,"$6,350","$7,800"
AK,2090,Fairbanks North Star,Silver,Premera Blue Cross Blue Shield of Alaska,$577.00,"$3,000","$6,600"
AK,2090,Fairbanks North Star,Expanded Bronze,Premera Blue Cross Blue Shield of Alaska,$380.00,"$5,250","$6,700"
AK,2100,Haines,Gold,Premera Blue Cross Blue Shield of Alaska,$515.00,"$1,500","$6,000"
AK,2100,Haines,Silver,Premera Blue Cross Blue Shield of Alaska,$568.00,"$4,500","$7,350"
AK,2100,Haines,Expanded Bronze,Premera Blue Cross Blue Shield of Alaska,$381.00,"$6,350","$7,800"
AK,2100,Haines,Silver,Premera Blue Cross Blue Shield of Alaska,$563.00,"$3,000","$6,600"
AK,2100,Haines,Expanded Bronze,Premera Blue Cross Blue Shield of Alaska,$371.00,"$5,250","$6,700"
AK,2105,Hoonah Angoon,Gold,Premera Blue Cross Blue Shield of Alaska,$515.00,"$1,500","$6,000"
AK,2105,Hoonah Angoon,Silver,Premera Blue Cross Blue Shield of Alaska,$568.00,"$4,500","$7,350"
AK,2105,Hoonah Angoon,Expanded Bronze,Premera Blue Cross Blue Shield of Alaska,$381.00,"$6,350","$7,800"
AK,2105,Hoonah Angoon,Silver,Premera Blue Cross Blue Shield of Alaska,$563.00,"$3,000","$6,600"
AK,2105,Hoonah Angoon,Expanded Bronze,Premera Blue Cross Blue Shield of Alaska,$371.00,"$5,250","$6,700"
AK,2110,Juneau,Gold,Premera Blue Cross Blue Shield of Alaska,$515.00,"$1,500","$6,000"
AK,2110,Juneau,Silver,Premera Blue Cross Blue Shield of Alaska,$568.00,"$4,500","$7,350"
AK,2110,Juneau,Expanded Bronze,Premera Blue Cross Blue Shield of Alaska,$381.00,"$6,350","$7,800"
AK,2110,Juneau,Silver,Premera Blue Cross Blue Shield of Alaska,$563.00,"$3,000","$6,600"
AK,2110,Juneau,Expanded Bronze,Premera Blue Cross Blue Shield of Alaska,$371.00,"$5,250","$6,700"
AK,2122,Kenai Peninsula,Gold,Premera Blue Cross Blue Shield of Alaska,$528.00,"$1,500","$6,000"
AK,2122,Kenai Peninsula,Silver,Premera Blue Cross Blue Shield of Alaska,$582.00,"$4,500","$7,350"
AK,2122,Kenai Peninsula,Expanded Bronze,Premera Blue Cross Blue Shield of Alaska,$391.00,"$6,350","$7,800"
AK,2122,Kenai Peninsula,Silver,Premera Blue Cross Blue Shield of Alaska,$577.00,"$3,000","$6,600"
AK,2122,Kenai Peninsula,Expanded Bronze,Premera Blue Cross Blue Shield of Alaska,$380.00,"$5,250","$6,700"
AK,2130,Ketchikan Gateway,Gold,Premera Blue Cross Blue Shield of Alaska,$515.00,"$1,500","$6,000"
AK,2130,Ketchikan Gateway,Silver,Premera Blue Cross Blue Shield of Alaska,$568.00,"$4,500","$7,350"
AK,2130,Ketchikan Gateway,Expanded Bronze,Premera Blue Cross Blue Shield of Alaska,$381.00,"$6,350","$7,800"
AK,2130,Ketchikan Gateway,Silver,Premera Blue Cross Blue Shield of Alaska,$563.00,"$3,000","$6,600"
AK,2130,Ketchikan Gateway,Expanded Bronze,Premera Blue Cross Blue Shield of Alaska,$371.00,"$5,250","$6,700"
AK,2150,Kodiak Island,Gold,Premera Blue Cross Blue Shield of Alaska,$528.00,"$1,500","$6,000"
AK,2150,Kodiak Island,Silver,Premera Blue Cross Blue Shield of Alaska,$582.00,"$4,500","$7,350"
AK,2150,Kodiak Island,Expanded Bronze,Premera Blue Cross Blue Shield of Alaska,$391.00,"$6,350","$7,800"
AK,2150,Kodiak Island,Silver,Premera Blue Cross Blue Shield of Alaska,$577.00,"$3,000","$6,600"
AK,2150,Kodiak Island,Expanded Bronze,Premera Blue Cross Blue Shield of Alaska,$380.00,"$5,250","$6,700"
AK,2158,Kusilvak,Gold,Premera Blue Cross Blue Shield of Alaska,$528.00,"$1,500","$6,000"
AK,2158,Kusilvak,Silver,Premera Blue Cross Blue Shield of Alaska,$582.00,"$4,500","$7,350"
AK,2158,Kusilvak,Expanded Bronze,Premera Blue Cross Blue Shield of Alaska,$391.00,"$6,350","$7,800"
AK,2158,Kusilvak,Silver,Premera Blue Cross Blue Shield of Alaska,$577.00,"$3,000","$6,600"
AK,2158,Kusilvak,Expanded Bronze,Premera Blue Cross Blue Shield of Alaska,$380.00,"$5,250","$6,700"
AK,2164,Lake And Peninsula,Gold,Premera Blue Cross Blue Shield of Alaska,$528.00,"$1,500","$6,000"
AK,2164,Lake And Peninsula,Silver,Premera Blue Cross Blue Shield of Alaska,$582.00,"$4,500","$7,350"
AK,2164,Lake And Peninsula,Expanded Bronze,Premera Blue Cross Blue Shield of Alaska,$391.00,"$6,350","$7,800"
AK,2164,Lake And Peninsula,Silver,Premera Blue Cross Blue Shield of Alaska,$577.00,"$3,000","$6,600"
AK,2164,Lake And Peninsula,Expanded Bronze,Premera Blue Cross Blue Shield of Alaska,$380.00,"$5,250","$6,700"
AK,2170,Matanuska Susitna,Gold,Premera Blue Cross Blue Shield of Alaska,$528.00,"$1,500","$6,000"
AK,2170,Matanuska Susitna,Silver,Premera Blue Cross Blue Shield of Alaska,$582.00,"$4,500","$7,350"
AK,2170,Matanuska Susitna,Expanded Bronze,Premera Blue Cross Blue Shield of Alaska,$391.00,"$6,350","$7,800"
AK,2170,Matanuska Susitna,Silver,Premera Blue Cross Blue Shield of Alaska,$577.00,"$3,000","$6,600"
AK,2170,Matanuska Susitna,Expanded Bronze,Premera Blue Cross Blue Shield of Alaska,$380.00,"$5,250","$6,700"
AK,2180,Nome,Gold,Premera Blue Cross Blue Shield of Alaska,$528.00,"$1,500","$6,000"
AK,2180,Nome,Silver,Premera Blue Cross Blue Shield of Alaska,$582.00,"$4,500","$7,350"
AK,2180,Nome,Expanded Bronze,Premera Blue Cross Blue Shield of Alaska,$391.00,"$6,350","$7,800"
AK,2180,Nome,Silver,Premera Blue Cross Blue Shield of Alaska,$577.00,"$3,000","$6,600"
AK,2180,Nome,Expanded Bronze,Premera Blue Cross Blue Shield of Alaska,$380.00,"$5,250","$6,700"
AK,2185,North Slope,Gold,Premera Blue Cross Blue Shield of Alaska,$528.00,"$1,500","$6,000"
AK,2185,North Slope,Silver,Premera Blue Cross Blue Shield of Alaska,$582.00,"$4,500","$7,350"
AK,2185,North Slope,Expanded Bronze,Premera Blue Cross Blue Shield of Alaska,$391.00,"$6,350","$7,800"
AK,2185,North Slope,Silver,Premera Blue Cross Blue Shield of Alaska,$577.00,"$3,000","$6,600"
AK,2185,North Slope,Expanded Bronze,Premera Blue Cross Blue Shield of Alaska,$380.00,"$5,250","$6,700"
AK,2188,Northwest Arctic,Gold,Premera Blue Cross Blue Shield of Alaska,$528.00,"$1,500","$6,000"
AK,2188,Northwest Arctic,Silver,Premera Blue Cross Blue Shield of Alaska,$582.00,"$4,500","$7,350"
AK,2188,Northwest Arctic,Expanded Bronze,Premera Blue Cross Blue Shield of Alaska,$391.00,"$6,350","$7,800"
AK,2188,Northwest Arctic,Silver,Premera Blue Cross Blue Shield of Alaska,$577.00,"$3,000","$6,600"
AK,2188,Northwest Arctic,Expanded Bronze,Premera Blue Cross Blue Shield of Alaska,$380.00,"$5,250","$6,700"
AK,2195,Petersburg,Gold,Premera Blue Cross Blue Shield of Alaska,$515.00,"$1,500","$6,000"
AK,2195,Petersburg,Silver,Premera Blue Cross Blue Shield of Alaska,$568.00,"$4,500","$7,350"
AK,2195,Petersburg,Expanded Bronze,Premera Blue Cross Blue Shield of Alaska,$381.00,"$6,350","$7,800"
AK,2195,Petersburg,Silver,Premera Blue Cross Blue Shield of Alaska,$563.00,"$3,000","$6,600"
AK,2195,Petersburg,Expanded Bronze,Premera Blue Cross Blue Shield of Alaska,$371.00,"$5,250","$6,700"
AK,2198,Prince Of Wales Hyder,Gold,Premera Blue Cross Blue Shield of Alaska,$515.00,"$1,500","$6,000"
AK,2198,Prince Of Wales Hyder,Silver,Premera Blue Cross Blue Shield of Alaska,$568.00,"$4,500","$7,350"
AK,2198,Prince Of Wales Hyder,Expanded Bronze,Premera Blue Cross Blue Shield of Alaska,$381.00,"$6,350","$7,800"
AK,2198,Prince Of Wales Hyder,Silver,Premera Blue Cross Blue Shield of Alaska,$563.00,"$3,000","$6,600"
AK,2198,Prince Of Wales Hyder,Expanded Bronze,Premera Blue Cross Blue Shield of Alaska,$371.00,"$5,250","$6,700"
AK,2220,Sitka,Gold,Premera Blue Cross Blue Shield of Alaska,$515.00,"$1,500","$6,000"
AK,2220,Sitka,Silver,Premera Blue Cross Blue Shield of Alaska,$568.00,"$4,500","$7,350"
AK,2220,Sitka,Expanded Bronze,Premera Blue Cross Blue Shield of Alaska,$381.00,"$6,350","$7,800"
AK,2220,Sitka,Silver,Premera Blue Cross Blue Shield of Alaska,$563.00,"$3,000","$6,600"
AK,2220,Sitka,Expanded Bronze,Premera Blue Cross Blue Shield of Alaska,$371.00,"$5,250","$6,700"
AK,2230,Skagway,Gold,Premera Blue Cross Blue Shield of Alaska,$515.00,"$1,500","$6,000"
AK,2230,Skagway,Silver,Premera Blue Cross Blue Shield of Alaska,$568.00,"$4,500","$7,350"
AK,2230,Skagway,Expanded Bronze,Premera Blue Cross Blue Shield of Alaska,$381.00,"$6,350","$7,800"
AK,2230,Skagway,Silver,Premera Blue Cross Blue Shield of Alaska,$563.00,"$3,000","$6,600"
AK,2230,Skagway,Expanded Bronze,Premera Blue Cross Blue Shield of Alaska,$371.00,"$5,250","$6,700"
AK,2240,Southeast Fairbanks,Gold,Premera Blue Cross Blue Shield of Alaska,$528.00,"$1,500","$6,000"
AK,2240,Southeast Fairbanks,Silver,Premera Blue Cross Blue Shield of Alaska,$582.00,"$4,500","$7,350"
AK,2240,Southeast Fairbanks,Expanded Bronze,Premera Blue Cross Blue Shield of Alaska,$391.00,"$6,350","$7,800"
AK,2240,Southeast Fairbanks,Silver,Premera Blue Cross Blue Shield of Alaska,$577.00,"$3,000","$6,600"
AK,2240,Southeast Fairbanks,Expanded Bronze,Premera Blue Cross Blue Shield of Alaska,$380.00,"$5,250","$6,700"
AK,2261,Valdez Cordova,Gold,Premera Blue Cross Blue Shield of Alaska,$502.00,"$1,500","$6,000"
AK,2261,Valdez Cordova,Silver,Premera Blue Cross Blue Shield of Alaska,$554.00,"$4,500","$7,350"
AK,2261,Valdez Cordova,Expanded Bronze,Premera Blue Cross Blue Shield of Alaska,$372.00,"$6,350","$7,800"
AK,2261,Valdez Cordova,Silver,Premera Blue Cross Blue Shield of Alaska,$549.00,"$3,000","$6,600"
AK,2261,Valdez Cordova,Expanded Bronze,Premera Blue Cross Blue Shield of Alaska,$361.00,"$5,250","$6,700"
AK,2275,Wrangell,Gold,Premera Blue Cross Blue Shield of Alaska,$515.00,"$1,500","$6,000"
AK,2275,Wrangell,Silver,Premera Blue Cross Blue Shield of Alaska,$568.00,"$4,500","$7,350"
AK,2275,Wrangell,Expanded Bronze,Premera Blue Cross Blue Shield of Alaska,$381.00,"$6,350","$7,800"
AK,2275,Wrangell,Silver,Premera Blue Cross Blue Shield of Alaska,$563.00,"$3,000","$6,600"
AK,2275,Wrangell,Expanded Bronze,Premera Blue Cross Blue Shield of Alaska,$371.00,"$5,250","$6,700"
AK,2282,Yakutat,Gold,Premera Blue Cross Blue Shield of Alaska,$528.00,"$1,500","$6,000"
AK,2282,Yakutat,Silver,Premera Blue Cross Blue Shield of Alaska,$582.00,"$4,500","$7,350"
AK,2282,Yakutat,Expanded Bronze,Premera Blue Cross Blue Shield of Alaska,$391.00,"$6,350","$7,800"
AK,2282,Yakutat,Silver,Premera Blue Cross Blue Shield of Alaska,$577.00,"$3,000","$6,600"
AK,2282,Yakutat,Expanded Bronze,Premera Blue Cross Blue Shield of Alaska,$380.00,"$5,250","$6,700"
AK,2290,Yukon Koyukuk,Gold,Premera Blue Cross Blue Shield of Alaska,$528.00,"$1,500","$6,000"
AK,2290,Yukon Koyukuk,Silver,Premera Blue Cross Blue Shield of Alaska,$582.00,"$4,500","$7,350"
AK,2290,Yukon Koyukuk,Expanded Bronze,Premera Blue Cross Blue Shield of Alaska,$391.00,"$6,350","$7,800"
AK,2290,Yukon Koyukuk,Silver,Premera Blue Cross Blue Shield of Alaska,$577.00,"$3,000","$6,600"
AK,2290,Yukon Koyukuk,Expanded Bronze,Premera Blue Cross Blue Shield of Alaska,$380.00,"$5,250","$6,700"
AL,1001,Autauga,Gold,Blue Cross and Blue Shield of Alabama,$538.16,$750,"$6,000"
AL,1001,Autauga,Silver,Blue Cross and Blue Shield of Alabama,$452.69,"$3,000","$8,150"
AL,1001,Autauga,Expanded Bronze,Blue Cross and Blue Shield of Alabama,$316.67,"$7,150","$7,150"
AL,1001,Autauga,Catastrophic,Blue Cross and Blue Shield of Alabama,$252.61,"$8,150","$8,150"
AL,1001,Autauga,Expanded Bronze,Blue Cross and Blue Shield of Alabama,$315.88,"$6,450","$6,450"
AL,1001,Autauga,Gold,Blue Cross and Blue Shield of Alabama,$516.57,$850,"$6,000"
AL,1001,Autauga,Silver,Blue Cross and Blue Shield of Alabama,$422.11,"$3,250","$8,150"
AL,1003,Baldwin,Gold,Blue Cross and Blue Shield of Alabama,$505.87,$750,"$6,000"
AL,1003,Baldwin,Silver,Blue Cross and Blue Shield of Alabama,$425.53,"$3,000","$8,150"
AL,1003,Baldwin,Expanded Bronze,Blue Cross and Blue Shield of Alabama,$297.67,"$7,150","$7,150"
AL,1003,Baldwin,Catastrophic,Blue Cross and Blue Shield of Alabama,$237.45,"$8,150","$8,150"
AL,1003,Baldwin,Expanded Bronze,Blue Cross and Blue Shield of Alabama,$296.93,"$6,450","$6,450"
AL,1003,Baldwin,Gold,Blue Cross and Blue Shield of Alabama,$485.58,$850,"$6,000"
AL,1003,Baldwin,Silver,Blue Cross and Blue Shield of Alabama,$396.78,"$3,250","$8,150"
AL,1005,Barbour,Gold,Blue Cross and Blue Shield of Alabama,$505.87,$750,"$6,000"
AL,1005,Barbour,Silver,Blue Cross and Blue Shield of Alabama,$425.53,"$3,000","$8,150"
AL,1005,Barbour,Expanded Bronze,Blue Cross and Blue Shield of Alabama,$297.67,"$7,150","$7,150"
AL,1005,Barbour,Catastrophic,Blue Cross and Blue Shield of Alabama,$237.45,"$8,150","$8,150"
AL,1005,Barbour,Expanded Bronze,Blue Cross and Blue Shield of Alabama,$296.93,"$6,450","$6,450"
AL,1005,Barbour,Gold,Blue Cross and Blue Shield of Alabama,$485.58,$850,"$6,000"
AL,1005,Barbour,Silver,Blue Cross and Blue Shield of Alabama,$396.78,"$3,250","$8,150"
AL,1007,Bibb,Gold,Blue Cross and Blue Shield of Alabama,$538.16,$750,"$6,000"
AL,1007,Bibb,Silver,Blue Cross and Blue Shield of Alabama,$452.69,"$3,000","$8,150"
AL,1007,Bibb,Expanded Bronze,Blue Cross and Blue Shield of Alabama,$316.67,"$7,150","$7,150"
AL,1007,Bibb,Catastrophic,Blue Cross and Blue Shield of Alabama,$252.61,"$8,150","$8,150"
AL,1007,Bibb,Expanded Bronze,Blue Cross and Blue Shield of Alabama,$315.88,"$6,450","$6,450"
AL,1007,Bibb,Gold,Blue Cross and Blue Shield of Alabama,$516.57,$850,"$6,000"
AL,1007,Bibb,Silver,Blue Cross and Blue Shield of Alabama,$422.11,"$3,250","$8,150"
AL,1009,Blount,Gold,Blue Cross and Blue Shield of Alabama,$538.16,$750,"$6,000"
AL,1009,Blount,Silver,Blue Cross and Blue Shield of Alabama,$452.69,"$3,000","$8,150"
AL,1009,Blount,Expanded Bronze,Blue Cross and Blue Shield of Alabama,$316.67,"$7,150","$7,150"
AL,1009,Blount,Catastrophic,Blue Cross and Blue Shield of Alabama,$252.61,"$8,150","$8,150"
AL,1009,Blount,Expanded Bronze,Blue Cross and Blue Shield of Alabama,$315.88,"$6,450","$6,450"
AL,1009,Blount,Gold,Blue Cross and Blue Shield of Alabama,$516.57,$850,"$6,000"
AL,1009,Blount,Silver,Blue Cross and Blue Shield of Alabama,$422.11,"$3,250","$8,150"
AL,1011,Bullock,Gold,Blue Cross and Blue Shield of Alabama,$505.87,$750,"$6,000"
AL,1011,Bullock,Silver,Blue Cross and Blue Shield of Alabama,$425.53,"$3,000","$8,150"
AL,1011,Bullock,Expanded Bronze,Blue Cross and Blue Shield of Alabama,$297.67,"$7,150","$7,150"
AL,1011,Bullock,Catastrophic,Blue Cross and Blue Shield of Alabama,$237.45,"$8,150","$8,150"
AL,1011,Bullock,Expanded Bronze,Blue Cross and Blue Shield of Alabama,$296.93,"$6,450","$6,450"
AL,1011,Bullock,Gold,Blue Cross and Blue Shield of Alabama,$485.58,$850,"$6,000"
AL,1011,Bullock,Silver,Blue Cross and Blue Shield of Alabama,$396.78,"$3,250","$8,150"
AL,1013,Butler,Gold,Blue Cross and Blue Shield of Alabama,$505.87,$750,"$6,000"
AL,1013,Butler,Silver,Blue Cross and Blue Shield of Alabama,$425.53,"$3,000","$8,150"
AL,1013,Butler,Expanded Bronze,Blue Cross and Blue Shield of Alabama,$297.67,"$7,150","$7,150"
AL,1013,Butler,Catastrophic,Blue Cross and Blue Shield of Alabama,$237.45,"$8,150","$8,150"
AL,1013,Butler,Expanded Bronze,Blue Cross and Blue Shield of Alabama,$296.93,"$6,450","$6,450"
AL,1013,Butler,Gold,Blue Cross and Blue Shield of Alabama,$485.58,$850,"$6,000"
AL,1013,Butler,Silver,Blue Cross and Blue Shield of Alabama,$396.78,"$3,250","$8,150"
AL,1015,Calhoun,Gold,Blue Cross and Blue Shield of Alabama,$500.49,$750,"$6,000"
AL,1015,Calhoun,Silver,Blue Cross and Blue Shield of Alabama,$421.00,"$3,000","$8,150"
AL,1015,Calhoun,Expanded Bronze,Blue Cross and Blue Shield of Alabama,$294.50,"$7,150","$7,150"
AL,1015,Calhoun,Catastrophic,Blue Cross and Blue Shield of Alabama,$234.93,"$8,150","$8,150"
AL,1015,Calhoun,Expanded Bronze,Blue Cross and Blue Shield of Alabama,$293.77,"$6,450","$6,450"
AL,1015,Calhoun,Gold,Blue Cross and Blue Shield of Alabama,$480.41,$850,"$6,000"
AL,1015,Calhoun,Silver,Blue Cross and Blue Shield of Alabama,$392.56,"$3,250","$8,150"
AL,1017,Chambers,Gold,Blue Cross and Blue Shield of Alabama,$505.87,$750,"$6,000"
AL,1017,Chambers,Silver,Blue Cross and Blue Shield of Alabama,$425.53,"$3,000","$8,150"
AL,1017,Chambers,Expanded Bronze,Blue Cross and Blue Shield of Alabama,$297.67,"$7,150","$7,150"
AL,1017,Chambers,Catastrophic,Blue Cross and Blue Shield of Alabama,$237.45,"$8,150","$8,150"
AL,1017,Chambers,Expanded Bronze,Blue Cross and Blue Shield of Alabama,$296.93,"$6,450","$6,450"
AL,1017,Chambers,Gold,Blue Cross and Blue Shield of Alabama,$485.58,$850,"$6,000"
AL,1017,Chambers,Silver,Blue Cross and Blue Shield of Alabama,$396.78,"$3,250","$8,150"
AL,1019,Cherokee,Gold,Blue Cross and Blue Shield of Alabama,$505.87,$750,"$6,000"
AL,1019,Cherokee,Silver,Blue Cross and Blue Shield of Alabama,$425.53,"$3,000","$8,150"
AL,1019,Cherokee,Expanded Bronze,Blue Cross and Blue Shield of Alabama,$297.67,"$7,150","$7,150"
AL,1019,Cherokee,Catastrophic,Blue Cross and Blue Shield of Alabama,$237.45,"$8,150","$8,150"
AL,1019,Cherokee,Expanded Bronze,Blue Cross and Blue Shield of Alabama,$296.93,"$6,450","$6,450"
AL,1019,Cherokee,Gold,Blue Cross and Blue Shield of Alabama,$485.58,$850,"$6,000"
AL,1019,Cherokee,Silver,Blue Cross and Blue Shield of Alabama,$396.78,"$3,250","$8,150"
AL,1021,Chilton,Gold,Blue Cross and Blue Shield of Alabama,$538.16,$750,"$6,000"
AL,1021,Chilton,Silver,Blue Cross and Blue Shield of Alabama,$452.69,"$3,000","$8,150"
AL,1021,Chilton,Expanded Bronze,Blue Cross and Blue Shield of Alabama,$316.67,"$7,150","$7,150"
AL,1021,Chilton,Catastrophic,Blue Cross and Blue Shield of Alabama,$252.61,"$8,150","$8,150"
AL,1021,Chilton,Expanded Bronze,Blue Cross and Blue Shield of Alabama,$315.88,"$6,450","$6,450"
AL,1021,Chilton,Gold,Blue Cross and Blue Shield of Alabama,$516.57,$850,"$6,000"
AL,1021,Chilton,Silver,Blue Cross and Blue Shield of Alabama,$422.11,"$3,250","$8,150"
AL,1023,Choctaw,Gold,Blue Cross and Blue Shield of Alabama,$505.87,$750,"$6,000"
AL,1023,Choctaw,Silver,Blue Cross and Blue Shield of Alabama,$425.53,"$3,000","$8,150"
AL,1023,Choctaw,Expanded Bronze,Blue Cross and Blue Shield of Alabama,$297.67,"$7,150","$7,150"
AL,1023,Choctaw,Catastrophic,Blue Cross and Blue Shield of Alabama,$237.45,"$8,150","$8,150"
AL,1023,Choctaw,Expanded Bronze,Blue Cross and Blue Shield of Alabama,$296.93,"$6,450","$6,450"
AL,1023,Choctaw,Gold,Blue Cross and Blue Shield of Alabama,$485.58,$850,"$6,000"
AL,1023,Choctaw,Silver,Blue Cross and Blue Shield of Alabama,$396.78,"$3,250","$8,150"
AL,1025,Clarke,Gold,Blue Cross and Blue Shield of Alabama,$505.87,$750,"$6,000"
AL,1025,Clarke,Silver,Blue Cross and Blue Shield of Alabama,$425.53,"$3,000","$8,150"
AL,1025,Clarke,Expanded Bronze,Blue Cross and Blue Shield of Alabama,$297.67,"$7,150","$7,150"
AL,1025,Clarke,Catastrophic,Blue Cross and Blue Shield of Alabama,$237.45,"$8,150","$8,150"
AL,1025,Clarke,Expanded Bronze,Blue Cross and Blue Shield of Alabama,$296.93,"$6,450","$6,450"
AL,1025,Clarke,Gold,Blue Cross and Blue Shield of Alabama,$485.58,$850,"$6,000"
AL,1025,Clarke,Silver,Blue Cross and Blue Shield of Alabama,$396.78,"$3,250","$8,150"
AL,1027,Clay,Gold,Blue Cross and Blue Shield of Alabama,$505.87,$750,"$6,000"
AL,1027,Clay,Silver,Blue Cross and Blue Shield of Alabama,$425.53,"$3,000","$8,150"
AL,1027,Clay,Expanded Bronze,Blue Cross and Blue Shield of Alabama,$297.67,"$7,150","$7,150"
AL,1027,Clay,Catastrophic,Blue Cross and Blue Shield of Alabama,$237.45,"$8,150","$8,150"
AL,1027,Clay,Expanded Bronze,Blue Cross and Blue Shield of Alabama,$296.93,"$6,450","$6,450"
AL,1027,Clay,Gold,Blue Cross and Blue Shield of Alabama,$485.58,$850,"$6,000"
AL,1027,Clay,Silver,Blue Cross and Blue Shield of Alabama,$396.78,"$3,250","$8,150"
AL,1029,Cleburne,Gold,Blue Cross and Blue Shield of Alabama,$505.87,$750,"$6,000"
AL,1029,Cleburne,Silver,Blue Cross and Blue Shield of Alabama,$425.53,"$3,000","$8,150"
AL,1029,Cleburne,Expanded Bronze,Blue Cross and Blue Shield of Alabama,$297.67,"$7,150","$7,150"
AL,1029,Cleburne,Catastrophic,Blue Cross and Blue Shield of Alabama,$237.45,"$8,150","$8,150"
AL,1029,Cleburne,Expanded Bronze,Blue Cross and Blue Shield of Alabama,$296.93,"$6,450","$6,450"
AL,1029,Cleburne,Gold,Blue Cross and Blue Shield of Alabama,$485.58,$850,"$6,000"
